7.09171e-10  0.000426774  
2.05688e-09  0.000432485  
3.58428e-09  0.000438957  
5.02184e-09  0.000445048  
6.45955e-09  -0.000396318  
7.71741e-09  -0.000390988  
8.88535e-09  3.76902e-05  
1.00534e-08  -0.000381089  
1.20302e-08  -0.000796443  
1.33778e-08  -0.000367003  
1.48153e-08  -0.000360912  
1.59833e-08  6.77662e-05  
1.73311e-08  -0.000350252  
1.86788e-08  -0.000344541  
1.99366e-08  -0.000339211  
2.09250e-08  -0.000758753  
2.28117e-08  9.67000e-05  
2.37101e-08  0.000524236  
2.44287e-08  0.000951010  
2.46088e-08  -0.000743143  
2.46093e-08  -0.00370925  
2.52383e-08  -0.00370658  
2.57773e-08  -0.00328057  
2.58667e-08  -0.00116154  
2.64052e-08  0.00180684  
2.64040e-08  0.00816278  
2.66726e-08  0.0132487  
2.66714e-08  0.0196046  
2.70292e-08  0.0280807  
2.72076e-08  0.0344374  
2.72062e-08  0.0420645  
2.74739e-08  0.0518114  
2.76520e-08  0.0598630  
2.79201e-08  0.0674913  
2.80085e-08  0.0751188  
2.81867e-08  0.0831704  
2.81850e-08  0.0920687  
2.83633e-08  0.0992728  
2.82718e-08  0.107747  
2.88095e-08  0.115376  
2.88079e-08  0.123851  
2.88061e-08  0.133173  
2.90742e-08  0.140378  
2.92524e-08  0.148429  
2.92511e-08  0.155209  
2.97885e-08  0.164109  
2.96972e-08  0.171736  
2.99654e-08  0.178941  
3.03230e-08  0.188264  
3.12201e-08  0.195471  
3.19396e-08  0.191661  
3.22105e-08  0.184459  
3.25712e-08  0.177681  
3.28421e-08  0.170478  
3.31131e-08  0.162852  
3.32942e-08  0.155226  
3.34755e-08  0.147176  
3.37465e-08  0.139550  
3.39278e-08  0.131076  
3.41994e-08  0.120060  
3.44703e-08  0.112858  
3.47416e-08  0.103537  
3.50134e-08  0.0920976  
3.53750e-08  0.0802347  
3.55563e-08  0.0717609  
3.57383e-08  0.0598973  
3.65503e-08  0.0421041  
3.66420e-08  0.0323587  
3.70926e-08  0.0251572  
3.76335e-08  0.0154138  
3.81740e-08  0.00821265  
3.88941e-08  0.00143603  
3.97035e-08  -0.00279783  
4.06920e-08  -0.00364110  
4.17699e-08  -0.00236534  
4.29375e-08  -0.000241750  
4.40154e-08  0.00103400  
4.53628e-08  0.00273463  
4.68900e-08  0.00401229  
4.83275e-08  0.00401838  
4.98550e-08  0.00360112  
5.14722e-08  0.00403171  
5.28200e-08  0.00361369  
5.45271e-08  0.00362092  
5.62342e-08  0.00362815  
5.81210e-08  0.00321242  
5.94687e-08  0.00321813  
6.12655e-08  0.00407320  
6.20744e-08  0.00280544  
6.56685e-08  0.00154948  
6.69262e-08  0.00240227  
6.98016e-08  0.00114327  
7.18681e-08  0.000728296  
7.33056e-08  0.00115812  
7.50128e-08  0.000741621  
7.67199e-08  0.000748854  
7.91458e-08  0.000335404  
8.13022e-08  0.000344541  
8.34585e-08  0.000353678  
8.55251e-08  -6.12941e-05  
8.73219e-08  0.000370049  
8.93885e-08  -4.49236e-05  
9.07362e-08  -3.92130e-05  
9.43301e-08  -2.39847e-05  
9.76545e-08  -0.000433627  
9.91818e-08  -3.42638e-06

